Country,Product,Data type,Indication,Channel,Date,Value,Source_File
Elbonie,INNOVIX,Activity,Indication 1,Email,2024-06-01 00:00:00,178.7422953,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Email,2024-07-01 00:00:00,84.31290150000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Email,2024-08-01 00:00:00,220.20589410000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Email,2024-09-01 00:00:00,274.0981933,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2022-10-01 00:00:00,772.0922658000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2022-11-01 00:00:00,1343.7366813,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2022-12-01 00:00:00,845.2905789,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2023-01-01 00:00:00,1309.6624040000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2023-02-01 00:00:00,1088.1690022999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2023-03-01 00:00:00,1017.3792431,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2023-04-01 00:00:00,843.4977286999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2023-05-01 00:00:00,759.0031035999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2023-06-01 00:00:00,943.2292548999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2023-07-01 00:00:00,615.1691917999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2023-08-01 00:00:00,949.5659872,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2023-09-01 00:00:00,1174.3695300999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2023-10-01 00:00:00,692.6664082999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2023-11-01 00:00:00,723.9185419999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2023-12-01 00:00:00,1292.0296079999996,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2024-01-01 00:00:00,364.0658737,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2024-02-01 00:00:00,1033.282057,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2024-03-01 00:00:00,675.9589544999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2024-04-01 00:00:00,673.9604729,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2024-05-01 00:00:00,764.9653475,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2024-06-01 00:00:00,696.1381183,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2024-07-01 00:00:00,1186.7964976,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2024-08-01 00:00:00,870.3540018000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2024-09-01 00:00:00,1146.4749894000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 1,Face to face call,2024-10-01 00:00:00,639.7586385000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2022-10-01 00:00:00,4857.123465000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2022-11-01 00:00:00,4951.272653500002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2022-12-01 00:00:00,2075.4438526000004,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2023-01-01 00:00:00,3251.3745581999997,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2023-02-01 00:00:00,7448.143275099998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2023-03-01 00:00:00,6302.391227000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2023-04-01 00:00:00,4273.7266365000005,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2023-05-01 00:00:00,1499.4120127999997,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2023-06-01 00:00:00,1010.6160649999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2023-07-01 00:00:00,4016.165903800001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2023-08-01 00:00:00,2937.603961,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2023-09-01 00:00:00,3075.4034105,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2023-10-01 00:00:00,6225.563337799999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2023-11-01 00:00:00,2195.073737,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2023-12-01 00:00:00,1780.8197569999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2024-01-01 00:00:00,6468.973348499999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2024-02-01 00:00:00,2122.0438862,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2024-03-01 00:00:00,4365.330604099999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2024-04-01 00:00:00,1804.249987,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2024-05-01 00:00:00,490.4061217,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2024-06-01 00:00:00,5050.0138884,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2024-07-01 00:00:00,4921.369774899999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2024-08-01 00:00:00,3064.5992671,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2024-09-01 00:00:00,199.47638310000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Meeting,2024-10-01 00:00:00,4830.289720899998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2022-10-01 00:00:00,1110.6991427,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2022-11-01 00:00:00,2318.2575403,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2022-12-01 00:00:00,1485.0939485,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2023-01-01 00:00:00,645.5831837000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2023-02-01 00:00:00,466.0504246,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2023-03-01 00:00:00,666.1452613999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2023-04-01 00:00:00,1080.3524453999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2023-05-01 00:00:00,1923.1568652000003,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2023-06-01 00:00:00,552.4504024,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2023-07-01 00:00:00,487.6717427,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2023-08-01 00:00:00,1123.2051235000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2023-09-01 00:00:00,750.7851143,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2023-10-01 00:00:00,454.5354865,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2023-11-01 00:00:00,500.35756459999993,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2023-12-01 00:00:00,1126.8092899,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2024-01-01 00:00:00,895.515612,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2024-02-01 00:00:00,745.5343213,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2024-03-01 00:00:00,896.5453723,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2024-04-01 00:00:00,655.5162339000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2024-05-01 00:00:00,377.5090312,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2024-06-01 00:00:00,874.3598597,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2024-07-01 00:00:00,283.7094676,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2024-08-01 00:00:00,749.564576,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2024-09-01 00:00:00,507.37835590000003,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Email,2024-10-01 00:00:00,509.71361329999996,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2022-10-01 00:00:00,4072.6097862000015,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2022-11-01 00:00:00,4245.2198450999995,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2022-12-01 00:00:00,3726.9761698,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2023-01-01 00:00:00,3241.9127915000004,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2023-02-01 00:00:00,3254.6389197999993,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2023-03-01 00:00:00,4376.5275791,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2023-04-01 00:00:00,3674.656645999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2023-05-01 00:00:00,4485.5251271,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2023-06-01 00:00:00,3992.0782563999983,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2023-07-01 00:00:00,3556.3984452,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2023-08-01 00:00:00,4282.4232959,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2023-09-01 00:00:00,4001.5211560999983,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2023-10-01 00:00:00,4612.110876799999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2023-11-01 00:00:00,3583.946959200001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2023-12-01 00:00:00,3222.2037259,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2024-01-01 00:00:00,3813.4517672,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2024-02-01 00:00:00,1730.2074105,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2024-03-01 00:00:00,3890.5972731,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2024-04-01 00:00:00,3191.4330774999994,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2024-05-01 00:00:00,2156.1469595999997,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2024-06-01 00:00:00,2927.6704282,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2024-07-01 00:00:00,3216.438070800001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2024-08-01 00:00:00,2942.2655678,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2024-09-01 00:00:00,2785.7943265,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 9,Face to face call,2024-10-01 00:00:00,2813.8992834999995,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2022-10-01 00:00:00,12725.199091500006,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2022-11-01 00:00:00,15375.746270399994,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2022-12-01 00:00:00,13020.01965249999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2023-01-01 00:00:00,9348.417911400002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2023-02-01 00:00:00,14909.774201599994,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2023-03-01 00:00:00,16679.729515499974,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2023-04-01 00:00:00,7109.339915299997,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2023-05-01 00:00:00,9437.1652988,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2023-06-01 00:00:00,9623.120070200002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2023-07-01 00:00:00,11218.8511513,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2023-08-01 00:00:00,13800.207584300004,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2023-09-01 00:00:00,15354.638854900002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2023-10-01 00:00:00,18011.964324800007,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2023-11-01 00:00:00,14311.735012600004,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2023-12-01 00:00:00,11543.241344499993,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2024-01-01 00:00:00,8424.8025438,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2024-02-01 00:00:00,20618.83441179999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2024-03-01 00:00:00,16922.906993999983,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2024-04-01 00:00:00,17979.435866100015,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2024-05-01 00:00:00,16136.7540311,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2024-06-01 00:00:00,14418.552146400012,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2024-07-01 00:00:00,7173.351168899998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2024-08-01 00:00:00,1719.3006447000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2024-09-01 00:00:00,4580.732652999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Meeting,2024-10-01 00:00:00,8781.5619721,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2022-10-01 00:00:00,7246.997802600002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2022-11-01 00:00:00,6906.267193900001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2022-12-01 00:00:00,2074.2710453,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2023-01-01 00:00:00,2271.9798684999996,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2023-02-01 00:00:00,1278.1243955999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2023-03-01 00:00:00,1985.0148287999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2023-04-01 00:00:00,981.8366014,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2023-05-01 00:00:00,1268.7326626999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2023-06-01 00:00:00,1925.1991513000003,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2023-07-01 00:00:00,1618.8602385999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2023-08-01 00:00:00,2080.9804262000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2023-09-01 00:00:00,1702.4498957999995,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2023-10-01 00:00:00,2614.2731341999993,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2023-11-01 00:00:00,2565.2049957000004,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2023-12-01 00:00:00,1127.4550726000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2024-01-01 00:00:00,2381.8663759,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2024-02-01 00:00:00,2629.3585598999994,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2024-03-01 00:00:00,12850.4723619,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2024-04-01 00:00:00,6027.4814066,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2024-05-01 00:00:00,2332.1867849,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2024-06-01 00:00:00,7624.0178219,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2024-07-01 00:00:00,4812.4191653,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2024-08-01 00:00:00,5037.6845949,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2024-09-01 00:00:00,2003.2815280999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Email,2024-10-01 00:00:00,1831.1243520999997,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Face to face call,2022-10-01 00:00:00,4701.1891047,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Face to face call,2022-11-01 00:00:00,4342.4288957,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Face to face call,2022-12-01 00:00:00,3983.2832725000007,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Face to face call,2023-01-01 00:00:00,5238.034226100003,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Face to face call,2023-02-01 00:00:00,3290.3212887,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Face to face call,2023-03-01 00:00:00,4913.657638500003,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Face to face call,2023-04-01 00:00:00,3841.2502174,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Face to face call,2023-05-01 00:00:00,4124.471198799998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Face to face call,2023-06-01 00:00:00,3670.0488072999997,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Face to face call,2023-07-01 00:00:00,3709.4876250000007,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Face to face call,2023-08-01 00:00:00,3295.1994796000004,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 10,Face to face call,2023-09-01 00:00:00,4721.011284299998,INNOVIX_Elbonie.xlsx
